kiss נשׁיקה
kiss נשׁק
path נתיב
break נתץ
interest נשׁך
eagle נשׁר
path נתיבה
scab נתק
claim interest נשׁך
dry נשׁת
temple slave נתין
pull off נתק 
